review,symbol_puntuation_removal,case_folding,tokenized,normalized,stopwords_removed,stemmed,final_text
"penginapan kedua syaa disini, overall bagus dan nyaman hanya saja ada kendala di air panasnya",penginapan kedua syaa disini overall bagus dan nyaman hanya saja ada kendala di air panasnya,penginapan kedua syaa disini overall bagus dan nyaman hanya saja ada kendala di air panasnya,"['penginapan', 'kedua', 'syaa', 'disini', 'overall', 'bagus', 'dan', 'nyaman', 'hanya', 'saja', 'ada', 'kendala', 'di', 'air', 'panasnya']","['penginapan', 'kedua', 'syaa', 'disini', 'overall', 'bagus', 'dan', 'nyaman', 'hanya', 'saja', 'ada', 'kendala', 'di', 'air', 'panasnya']","['penginapan', 'syaa', 'overall', 'bagus', 'nyaman', 'kendala', 'air', 'panasnya']","['inap', 'syaa', 'overall', 'bagus', 'nyaman', 'kendala', 'air', 'panas']",inap syaa overall bagus nyaman kendala air panas
"sebenarnya kamar baik tp kurang profesional, di kasih tau sarapan nasi goreng, mnta di anter jam 8.30 ehh dtg jam 9 itu pun d telpon dl dan yg dtg malah mie muah telor. hmmmmmm .",sebenarnya kamar baik tp kurang profesional di kasih tau sarapan nasi goreng mnta di anter jam ehh dtg jam itu pun d telpon dl dan yg dtg malah mie muah telor hmmmmmm,sebenarnya kamar baik tp kurang profesional di kasih tau sarapan nasi goreng mnta di anter jam ehh dtg jam itu pun d telpon dl dan yg dtg malah mie muah telor hmmmmmm,"['sebenarnya', 'kamar', 'baik', 'tp', 'kurang', 'profesional', 'di', 'kasih', 'tau', 'sarapan', 'nasi', 'goreng', 'mnta', 'di', 'anter', 'jam', 'ehh', 'dtg', 'jam', 'itu', 'pun', 'd', 'telpon', 'dl', 'dan', 'yg', 'dtg', 'malah', 'mie', 'muah', 'telor', 'hmmmmmm']","['sebenarnya', 'kamar', 'baik', 'tapi', 'kurang', 'profesional', 'di', 'kasih', 'tau', 'sarapan', 'nasi', 'goreng', 'mnta', 'di', 'anter', 'jam', 'ehh', 'dtg', 'jam', 'itu', 'pun', 'd', 'telpon', 'dl', 'dan', 'yg', 'dtg', 'malah', 'mie', 'muah', 'telor', 'hmmmmmm']","['kamar', 'profesional', 'kasih', 'tau', 'sarapan', 'nasi', 'goreng', 'mnta', 'anter', 'jam', 'ehh', 'dtg', 'jam', 'd', 'telpon', 'dl', 'dtg', 'mie', 'muah', 'telor', 'hmmmmmm']","['kamar', 'profesional', 'kasih', 'tau', 'sarap', 'nasi', 'goreng', 'mnta', 'anter', 'jam', 'ehh', 'dtg', 'jam', 'd', 'telpon', 'dl', 'dtg', 'mie', 'muah', 'telor', 'hmmmmmm']",kamar profesional kasih tau sarap nasi goreng mnta anter jam ehh dtg jam d telpon dl dtg mie muah telor hmmmmmm
"Sejauh ini sudah cukup baik tempat dan fasilitasnya, hanya kurang Snack dan minuman! ",Sejauh ini sudah cukup baik tempat dan fasilitasnya hanya kurang Snack dan minuman,sejauh ini sudah cukup baik tempat dan fasilitasnya hanya kurang snack dan minuman,"['sejauh', 'ini', 'sudah', 'cukup', 'baik', 'tempat', 'dan', 'fasilitasnya', 'hanya', 'kurang', 'snack', 'dan', 'minuman']","['sejauh', 'ini', 'sudah', 'cukup', 'baik', 'tempat', 'dan', 'fasilitasnya', 'hanya', 'kurang', 'snack', 'dan', 'minuman']","['fasilitasnya', 'snack', 'minuman']","['fasilitas', 'snack', 'minum']",fasilitas snack minum
tempatnya nyaman.. tp pemiliknya rada reseh.. hehehe,tempatnya nyaman tp pemiliknya rada reseh hehehe,tempatnya nyaman tp pemiliknya rada reseh hehehe,"['tempatnya', 'nyaman', 'tp', 'pemiliknya', 'rada', 'reseh', 'hehehe']","['tempatnya', 'nyaman', 'tapi', 'pemiliknya', 'rada', 'reseh', 'hehehe']","['tempatnya', 'nyaman', 'pemiliknya', 'rada', 'reseh', 'hehehe']","['tempat', 'nyaman', 'milik', 'rada', 'reseh', 'hehehe']",tempat nyaman milik rada reseh hehehe
Petugas tidak ramah,Petugas tidak ramah,petugas tidak ramah,"['petugas', 'tidak', 'ramah']","['petugas', 'tidak', 'ramah']","['petugas', 'ramah']","['tugas', 'ramah']",tugas ramah
Kamarnya bersih dan rapi. Kamar mandinya Lumayan. Makanan juga enak2 dan murah. tapi sayang wifinya lemot. thx,Kamarnya bersih dan rapi Kamar mandinya Lumayan Makanan juga enak dan murah tapi sayang wifinya lemot thx,kamarnya bersih dan rapi kamar mandinya lumayan makanan juga enak dan murah tapi sayang wifinya lemot thx,"['kamarnya', 'bersih', 'dan', 'rapi', 'kamar', 'mandinya', 'lumayan', 'makanan', 'juga', 'enak', 'dan', 'murah', 'tapi', 'sayang', 'wifinya', 'lemot', 'thx']","['kamarnya', 'bersih', 'dan', 'rapi', 'kamar', 'mandinya', 'lumayan', 'makanan', 'juga', 'enak', 'dan', 'murah', 'tapi', 'sayang', 'wifinya', 'lemot', 'thx']","['kamarnya', 'bersih', 'rapi', 'kamar', 'mandinya', 'lumayan', 'makanan', 'enak', 'murah', 'sayang', 'wifinya', 'lemot', 'thx']","['kamar', 'bersih', 'rapi', 'kamar', 'mandi', 'lumayan', 'makan', 'enak', 'murah', 'sayang', 'wifinya', 'lot', 'thx']",kamar bersih rapi kamar mandi lumayan makan enak murah sayang wifinya lot thx
Free wifi mengecewakan karena tidak bisa digunakan Intalasi listrik kurang rapi.,Free wifi mengecewakan karena tidak bisa digunakan Intalasi listrik kurang rapi,free wifi mengecewakan karena tidak bisa digunakan intalasi listrik kurang rapi,"['free', 'wifi', 'mengecewakan', 'karena', 'tidak', 'bisa', 'digunakan', 'intalasi', 'listrik', 'kurang', 'rapi']","['free', 'wifi', 'mengecewakan', 'karena', 'tidak', 'bisa', 'digunakan', 'intalasi', 'listrik', 'kurang', 'rapi']","['free', 'wifi', 'mengecewakan', 'intalasi', 'listrik', 'rapi']","['free', 'wifi', 'kecewa', 'intalasi', 'listrik', 'rapi']",free wifi kecewa intalasi listrik rapi
"secara keseluruhan oke banget. aksesibilitas mudah, dekat dg masjid dan tempat makan di Buah Batu. Sayang Kamar Mandi kurang nyaman krn pintu tdk bisa ditutup rapat mesti diganjal tissue. Dan Kamar Mandi berbau comberan. ",secara keseluruhan oke banget aksesibilitas mudah dekat dg masjid dan tempat makan di Buah Batu Sayang Kamar Mandi kurang nyaman krn pintu tdk bisa ditutup rapat mesti diganjal tissue Dan Kamar Mandi berbau comberan,secara keseluruhan oke banget aksesibilitas mudah dekat dg masjid dan tempat makan di buah batu sayang kamar mandi kurang nyaman krn pintu tdk bisa ditutup rapat mesti diganjal tissue dan kamar mandi berbau comberan,"['secara', 'keseluruhan', 'oke', 'banget', 'aksesibilitas', 'mudah', 'dekat', 'dg', 'masjid', 'dan', 'tempat', 'makan', 'di', 'buah', 'batu', 'sayang', 'kamar', 'mandi', 'kurang', 'nyaman', 'krn', 'pintu', 'tdk', 'bisa', 'ditutup', 'rapat', 'mesti', 'diganjal', 'tissue', 'dan', 'kamar', 'mandi', 'berbau', 'comberan']","['secara', 'keseluruhan', 'oke', 'banget', 'aksesibilitas', 'mudah', 'dekat', 'dengan', 'masjid', 'dan', 'tempat', 'makan', 'di', 'buah', 'batu', 'sayang', 'kamar', 'mandi', 'kurang', 'nyaman', 'krn', 'pintu', 'tidak', 'bisa', 'ditutup', 'rapat', 'mesti', 'diganjal', 'tissue', 'dan', 'kamar', 'mandi', 'berbau', 'comberan']","['oke', 'banget', 'aksesibilitas', 'mudah', 'masjid', 'makan', 'buah', 'batu', 'sayang', 'kamar', 'mandi', 'nyaman', 'krn', 'pintu', 'ditutup', 'rapat', 'mesti', 'diganjal', 'tissue', 'kamar', 'mandi', 'berbau', 'comberan']","['oke', 'banget', 'aksesibilitas', 'mudah', 'masjid', 'makan', 'buah', 'batu', 'sayang', 'kamar', 'mandi', 'nyaman', 'krn', 'pintu', 'tutup', 'rapat', 'mesti', 'ganjal', 'tissue', 'kamar', 'mandi', 'bau', 'comberan']",oke banget aksesibilitas mudah masjid makan buah batu sayang kamar mandi nyaman krn pintu tutup rapat mesti ganjal tissue kamar mandi bau comberan
"kamarnya kotor, shower kamar mandi rusak, pelayanannya tidak ramah dan tidak recommended untuk penginapan selanjutnya.",kamarnya kotor shower kamar mandi rusak pelayanannya tidak ramah dan tidak recommended untuk penginapan selanjutnya,kamarnya kotor shower kamar mandi rusak pelayanannya tidak ramah dan tidak recommended untuk penginapan selanjutnya,"['kamarnya', 'kotor', 'shower', 'kamar', 'mandi', 'rusak', 'pelayanannya', 'tidak', 'ramah', 'dan', 'tidak', 'recommended', 'untuk', 'penginapan', 'selanjutnya']","['kamarnya', 'kotor', 'shower', 'kamar', 'mandi', 'rusak', 'pelayanannya', 'tidak', 'ramah', 'dan', 'tidak', 'recommended', 'untuk', 'penginapan', 'selanjutnya']","['kamarnya', 'kotor', 'shower', 'kamar', 'mandi', 'rusak', 'pelayanannya', 'ramah', 'recommended', 'penginapan']","['kamar', 'kotor', 'shower', 'kamar', 'mandi', 'rusak', 'layan', 'ramah', 'recommended', 'inap']",kamar kotor shower kamar mandi rusak layan ramah recommended inap
"kamarnya agak lembab , tidak ada hot water , handuk hanya 1 , kasurnya kurang nyaman",kamarnya agak lembab tidak ada hot water handuk hanya kasurnya kurang nyaman,kamarnya agak lembab tidak ada hot water handuk hanya kasurnya kurang nyaman,"['kamarnya', 'agak', 'lembab', 'tidak', 'ada', 'hot', 'water', 'handuk', 'hanya', 'kasurnya', 'kurang', 'nyaman']","['kamarnya', 'agak', 'lembab', 'tidak', 'ada', 'hot', 'water', 'handuk', 'hanya', 'kasurnya', 'kurang', 'nyaman']","['kamarnya', 'lembab', 'hot', 'water', 'handuk', 'kasurnya', 'nyaman']","['kamar', 'lembab', 'hot', 'water', 'handuk', 'kasur', 'nyaman']",kamar lembab hot water handuk kasur nyaman
Pelayanan receptionistnya yg bernama lolita dan syarif sangat tidak sopan dan tidak beretika. Hotel lain yg lebih bagus masih banyak.,Pelayanan receptionistnya yg bernama lolita dan syarif sangat tidak sopan dan tidak beretika Hotel lain yg lebih bagus masih banyak,pelayanan receptionistnya yg bernama lolita dan syarif sangat tidak sopan dan tidak beretika hotel lain yg lebih bagus masih banyak,"['pelayanan', 'receptionistnya', 'yg', 'bernama', 'lolita', 'dan', 'syarif', 'sangat', 'tidak', 'sopan', 'dan', 'tidak', 'beretika', 'hotel', 'lain', 'yg', 'lebih', 'bagus', 'masih', 'banyak']","['pelayanan', 'receptionistnya', 'yg', 'bernama', 'lolita', 'dan', 'syarif', 'sangat', 'tidak', 'sopan', 'dan', 'tidak', 'beretika', 'hotel', 'lain', 'yg', 'lebih', 'bagus', 'masih', 'banyak']","['pelayanan', 'receptionistnya', 'bernama', 'lolita', 'syarif', 'sopan', 'beretika', 'hotel', 'bagus']","['layan', 'receptionistnya', 'nama', 'lolita', 'syarif', 'sopan', 'etika', 'hotel', 'bagus']",layan receptionistnya nama lolita syarif sopan etika hotel bagus
pelayanan buruk,pelayanan buruk,pelayanan buruk,"['pelayanan', 'buruk']","['pelayanan', 'buruk']","['pelayanan', 'buruk']","['layan', 'buruk']",layan buruk
"hotel dan kamar kotor, makanan lumayan menolong kekecewaan",hotel dan kamar kotor makanan lumayan menolong kekecewaan,hotel dan kamar kotor makanan lumayan menolong kekecewaan,"['hotel', 'dan', 'kamar', 'kotor', 'makanan', 'lumayan', 'menolong', 'kekecewaan']","['hotel', 'dan', 'kamar', 'kotor', 'makanan', 'lumayan', 'menolong', 'kekecewaan']","['hotel', 'kamar', 'kotor', 'makanan', 'lumayan', 'menolong', 'kekecewaan']","['hotel', 'kamar', 'kotor', 'makan', 'lumayan', 'tolong', 'kecewa']",hotel kamar kotor makan lumayan tolong kecewa
"Nyaman sih, cuma spreinya kok agak bau ya sama ada noda seperti bercak darah.",Nyaman sih cuma spreinya kok agak bau ya sama ada noda seperti bercak darah,nyaman sih cuma spreinya kok agak bau ya sama ada noda seperti bercak darah,"['nyaman', 'sih', 'cuma', 'spreinya', 'kok', 'agak', 'bau', 'ya', 'sama', 'ada', 'noda', 'seperti', 'bercak', 'darah']","['nyaman', 'sih', 'cuma', 'spreinya', 'kok', 'agak', 'bau', 'ya', 'sama', 'ada', 'noda', 'seperti', 'bercak', 'darah']","['nyaman', 'sih', 'spreinya', 'bau', 'ya', 'noda', 'bercak', 'darah']","['nyaman', 'sih', 'spreinya', 'bau', 'ya', 'noda', 'bercak', 'darah']",nyaman sih spreinya bau ya noda bercak darah
"air bau karat, kamar banyak nyamuk, siaran tv bukan siaran tv kabel, wifi tidak masuk ke kamar, park",air bau karat kamar banyak nyamuk siaran tv bukan siaran tv kabel wifi tidak masuk ke kamar park,air bau karat kamar banyak nyamuk siaran tv bukan siaran tv kabel wifi tidak masuk ke kamar park,"['air', 'bau', 'karat', 'kamar', 'banyak', 'nyamuk', 'siaran', 'tv', 'bukan', 'siaran', 'tv', 'kabel', 'wifi', 'tidak', 'masuk', 'ke', 'kamar', 'park']","['air', 'bau', 'karat', 'kamar', 'banyak', 'nyamuk', 'siaran', 'tv', 'bukan', 'siaran', 'tv', 'kabel', 'wifi', 'tidak', 'masuk', 'ke', 'kamar', 'park']","['air', 'bau', 'karat', 'kamar', 'nyamuk', 'siaran', 'tv', 'siaran', 'tv', 'kabel', 'wifi', 'masuk', 'kamar', 'park']","['air', 'bau', 'karat', 'kamar', 'nyamuk', 'siar', 'tv', 'siar', 'tv', 'kabel', 'wifi', 'masuk', 'kamar', 'park']",air bau karat kamar nyamuk siar tv siar tv kabel wifi masuk kamar park
kamar nyaman.. sayang wifi nya lemot..,kamar nyaman sayang wifi nya lemot,kamar nyaman sayang wifi nya lemot,"['kamar', 'nyaman', 'sayang', 'wifi', 'nya', 'lemot']","['kamar', 'nyaman', 'sayang', 'wifi', 'nya', 'lemot']","['kamar', 'nyaman', 'sayang', 'wifi', 'nya', 'lemot']","['kamar', 'nyaman', 'sayang', 'wifi', 'nya', 'lot']",kamar nyaman sayang wifi nya lot
"tv nya bukan pakai tv cabel, terus kamar mandinya kurang bersih",tv nya bukan pakai tv cabel terus kamar mandinya kurang bersih,tv nya bukan pakai tv cabel terus kamar mandinya kurang bersih,"['tv', 'nya', 'bukan', 'pakai', 'tv', 'cabel', 'terus', 'kamar', 'mandinya', 'kurang', 'bersih']","['tv', 'nya', 'bukan', 'pakai', 'tv', 'cabel', 'terus', 'kamar', 'mandinya', 'kurang', 'bersih']","['tv', 'nya', 'pakai', 'tv', 'cabel', 'kamar', 'mandinya', 'bersih']","['tv', 'nya', 'pakai', 'tv', 'cabel', 'kamar', 'mandi', 'bersih']",tv nya pakai tv cabel kamar mandi bersih
"Nyaman.  ruangannya bersih dan luas, hanya saja wifi tidak jalan alias lelet",Nyaman ruangannya bersih dan luas hanya saja wifi tidak jalan alias lelet,nyaman ruangannya bersih dan luas hanya saja wifi tidak jalan alias lelet,"['nyaman', 'ruangannya', 'bersih', 'dan', 'luas', 'hanya', 'saja', 'wifi', 'tidak', 'jalan', 'alias', 'lelet']","['nyaman', 'ruangannya', 'bersih', 'dan', 'luas', 'hanya', 'saja', 'wifi', 'tidak', 'jalan', 'alias', 'lelet']","['nyaman', 'ruangannya', 'bersih', 'luas', 'wifi', 'jalan', 'alias', 'lelet']","['nyaman', 'ruang', 'bersih', 'luas', 'wifi', 'jalan', 'alias', 'lelet']",nyaman ruang bersih luas wifi jalan alias lelet
pelayanan baik namun perlengkapan tidur seperti sprei dan selimut yg digunakan tidak dicuci dengan bersih sehingga masih ada bekas kotoran. ,pelayanan baik namun perlengkapan tidur seperti sprei dan selimut yg digunakan tidak dicuci dengan bersih sehingga masih ada bekas kotoran,pelayanan baik namun perlengkapan tidur seperti sprei dan selimut yg digunakan tidak dicuci dengan bersih sehingga masih ada bekas kotoran,"['pelayanan', 'baik', 'namun', 'perlengkapan', 'tidur', 'seperti', 'sprei', 'dan', 'selimut', 'yg', 'digunakan', 'tidak', 'dicuci', 'dengan', 'bersih', 'sehingga', 'masih', 'ada', 'bekas', 'kotoran']","['pelayanan', 'baik', 'namun', 'perlengkapan', 'tidur', 'seperti', 'sprei', 'dan', 'selimut', 'yg', 'digunakan', 'tidak', 'dicuci', 'dengan', 'bersih', 'sehingga', 'masih', 'ada', 'bekas', 'kotoran']","['pelayanan', 'perlengkapan', 'tidur', 'sprei', 'selimut', 'dicuci', 'bersih', 'bekas', 'kotoran']","['layan', 'lengkap', 'tidur', 'sprei', 'selimut', 'cuci', 'bersih', 'bekas', 'kotor']",layan lengkap tidur sprei selimut cuci bersih bekas kotor
"kebersihan kamar, toilet, pelayanan resepsionis, di toilet kotor. Lantainya kuning, ada bungkus kondom yg belum dibersihkan",kebersihan kamar toilet pelayanan resepsionis di toilet kotor Lantainya kuning ada bungkus kondom yg belum dibersihkan,kebersihan kamar toilet pelayanan resepsionis di toilet kotor lantainya kuning ada bungkus kondom yg belum dibersihkan,"['kebersihan', 'kamar', 'toilet', 'pelayanan', 'resepsionis', 'di', 'toilet', 'kotor', 'lantainya', 'kuning', 'ada', 'bungkus', 'kondom', 'yg', 'belum', 'dibersihkan']","['kebersihan', 'kamar', 'toilet', 'pelayanan', 'resepsionis', 'di', 'toilet', 'kotor', 'lantainya', 'kuning', 'ada', 'bungkus', 'kondom', 'yg', 'belum', 'dibersihkan']","['kebersihan', 'kamar', 'toilet', 'pelayanan', 'resepsionis', 'toilet', 'kotor', 'lantainya', 'kuning', 'bungkus', 'kondom', 'dibersihkan']","['bersih', 'kamar', 'toilet', 'layan', 'resepsionis', 'toilet', 'kotor', 'lantai', 'kuning', 'bungkus', 'kondom', 'bersih']",bersih kamar toilet layan resepsionis toilet kotor lantai kuning bungkus kondom bersih
"Fasilitas lengkap, untuk kebersihan tempat tidur (bantal, selimut dan sprei) tolong diperhatikan. Karena lumayan kotor.",Fasilitas lengkap untuk kebersihan tempat tidur bantal selimut dan sprei tolong diperhatikan Karena lumayan kotor,fasilitas lengkap untuk kebersihan tempat tidur bantal selimut dan sprei tolong diperhatikan karena lumayan kotor,"['fasilitas', 'lengkap', 'untuk', 'kebersihan', 'tempat', 'tidur', 'bantal', 'selimut', 'dan', 'sprei', 'tolong', 'diperhatikan', 'karena', 'lumayan', 'kotor']","['fasilitas', 'lengkap', 'untuk', 'kebersihan', 'tempat', 'tidur', 'bantal', 'selimut', 'dan', 'sprei', 'tolong', 'diperhatikan', 'karena', 'lumayan', 'kotor']","['fasilitas', 'lengkap', 'kebersihan', 'tidur', 'bantal', 'selimut', 'sprei', 'tolong', 'diperhatikan', 'lumayan', 'kotor']","['fasilitas', 'lengkap', 'bersih', 'tidur', 'bantal', 'selimut', 'sprei', 'tolong', 'perhati', 'lumayan', 'kotor']",fasilitas lengkap bersih tidur bantal selimut sprei tolong perhati lumayan kotor
"lokasi hotel seram banyak preman, air asin, kasur busa bukan springbed, kamar bau apek, tidak sediakan perlengkapan mandi tidak seperti hotel airyroom yg pernah saya sepesan di tempat lain",lokasi hotel seram banyak preman air asin kasur busa bukan springbed kamar bau apek tidak sediakan perlengkapan mandi tidak seperti hotel airyroom yg pernah saya sepesan di tempat lain,lokasi hotel seram banyak preman air asin kasur busa bukan springbed kamar bau apek tidak sediakan perlengkapan mandi tidak seperti hotel airyroom yg pernah saya sepesan di tempat lain,"['lokasi', 'hotel', 'seram', 'banyak', 'preman', 'air', 'asin', 'kasur', 'busa', 'bukan', 'springbed', 'kamar', 'bau', 'apek', 'tidak', 'sediakan', 'perlengkapan', 'mandi', 'tidak', 'seperti', 'hotel', 'airyroom', 'yg', 'pernah', 'saya', 'sepesan', 'di', 'tempat', 'lain']","['lokasi', 'hotel', 'seram', 'banyak', 'preman', 'air', 'asin', 'kasur', 'busa', 'bukan', 'springbed', 'kamar', 'bau', 'apek', 'tidak', 'sediakan', 'perlengkapan', 'mandi', 'tidak', 'seperti', 'hotel', 'airyroom', 'yg', 'pernah', 'saya', 'sepesan', 'di', 'tempat', 'lain']","['lokasi', 'hotel', 'seram', 'preman', 'air', 'asin', 'kasur', 'busa', 'springbed', 'kamar', 'bau', 'apek', 'sediakan', 'perlengkapan', 'mandi', 'hotel', 'airyroom', 'sepesan']","['lokasi', 'hotel', 'seram', 'preman', 'air', 'asin', 'kasur', 'busa', 'springbed', 'kamar', 'bau', 'apek', 'sedia', 'lengkap', 'mandi', 'hotel', 'airyroom', 'sepesan']",lokasi hotel seram preman air asin kasur busa springbed kamar bau apek sedia lengkap mandi hotel airyroom sepesan
"Utk backpacker more than enough lah. Hanya wifi bisa di lobby saja, tdk sampe kamar",Utk backpacker more than enough lah Hanya wifi bisa di lobby saja tdk sampe kamar,utk backpacker more than enough lah hanya wifi bisa di lobby saja tdk sampe kamar,"['utk', 'backpacker', 'more', 'than', 'enough', 'lah', 'hanya', 'wifi', 'bisa', 'di', 'lobby', 'saja', 'tdk', 'sampe', 'kamar']","['untuk', 'backpacker', 'more', 'than', 'enough', 'lah', 'hanya', 'wifi', 'bisa', 'di', 'lobby', 'saja', 'tidak', 'sampe', 'kamar']","['backpacker', 'more', 'than', 'enough', 'wifi', 'lobby', 'sampe', 'kamar']","['backpacker', 'more', 'than', 'enough', 'wifi', 'lobby', 'sampe', 'kamar']",backpacker more than enough wifi lobby sampe kamar
"kamar kurang bersih dan air susah,air panas tdk ada",kamar kurang bersih dan air susah air panas tdk ada,kamar kurang bersih dan air susah air panas tdk ada,"['kamar', 'kurang', 'bersih', 'dan', 'air', 'susah', 'air', 'panas', 'tdk', 'ada']","['kamar', 'kurang', 'bersih', 'dan', 'air', 'susah', 'air', 'panas', 'tidak', 'ada']","['kamar', 'bersih', 'air', 'susah', 'air', 'panas']","['kamar', 'bersih', 'air', 'susah', 'air', 'panas']",kamar bersih air susah air panas
kebersihan kamar tidak terjaga. tapi pelayannanya baik,kebersihan kamar tidak terjaga tapi pelayannanya baik,kebersihan kamar tidak terjaga tapi pelayannanya baik,"['kebersihan', 'kamar', 'tidak', 'terjaga', 'tapi', 'pelayannanya', 'baik']","['kebersihan', 'kamar', 'tidak', 'terjaga', 'tapi', 'pelayannanya', 'baik']","['kebersihan', 'kamar', 'terjaga', 'pelayannanya']","['bersih', 'kamar', 'jaga', 'pelayannanya']",bersih kamar jaga pelayannanya
"room bersih tapi sayang linen kotir, bekas ada spot, kamar mandi bau, handuk sudah waktunya di ganti karena warnanya putih kehitaman, wifi susah(sinyal ada tetapi tidak mau connect).",room bersih tapi sayang linen kotir bekas ada spot kamar mandi bau handuk sudah waktunya di ganti karena warnanya putih kehitaman wifi susah sinyal ada tetapi tidak mau connect,room bersih tapi sayang linen kotir bekas ada spot kamar mandi bau handuk sudah waktunya di ganti karena warnanya putih kehitaman wifi susah sinyal ada tetapi tidak mau connect,"['room', 'bersih', 'tapi', 'sayang', 'linen', 'kotir', 'bekas', 'ada', 'spot', 'kamar', 'mandi', 'bau', 'handuk', 'sudah', 'waktunya', 'di', 'ganti', 'karena', 'warnanya', 'putih', 'kehitaman', 'wifi', 'susah', 'sinyal', 'ada', 'tetapi', 'tidak', 'mau', 'connect']","['room', 'bersih', 'tapi', 'sayang', 'linen', 'kotir', 'bekas', 'ada', 'spot', 'kamar', 'mandi', 'bau', 'handuk', 'sudah', 'waktunya', 'di', 'ganti', 'karena', 'warnanya', 'putih', 'kehitaman', 'wifi', 'susah', 'sinyal', 'ada', 'tetapi', 'tidak', 'mau', 'connect']","['room', 'bersih', 'sayang', 'linen', 'kotir', 'bekas', 'spot', 'kamar', 'mandi', 'bau', 'handuk', 'ganti', 'warnanya', 'putih', 'kehitaman', 'wifi', 'susah', 'sinyal', 'connect']","['room', 'bersih', 'sayang', 'linen', 'kotir', 'bekas', 'spot', 'kamar', 'mandi', 'bau', 'handuk', 'ganti', 'warna', 'putih', 'hitam', 'wifi', 'susah', 'sinyal', 'connect']",room bersih sayang linen kotir bekas spot kamar mandi bau handuk ganti warna putih hitam wifi susah sinyal connect
